Poll_ID,Pollster,PollScore,Sample_Size,Party,PCT,Answer
21512,Yale Youth Poll,0.1,18354,PSL,39,DeSantis
31351,Elway,0.1,12948,CON,61,Biden
43246,Research & Polling,-1.2,17606,PSL,50,Ramaswamy
55658,Florida Atlantic University/Mainstreet Research,-1.3,19881,UNK,42,Trump
22200,Beacon/Shaw,0.2,11931,DEM,64,Biden
30486,CNN/SSRS,0.4,25190,GRE,47,Trump
75239,St. Anselm,-1,19172,GRE,67,Kennedy
55004,Benenson Strategy Group/GS Strategy Group,-1.1,4990,PSL,56,Trump
49831,Elway,0.7,5227,OTH,37,Trump
81052,North Star Opinion Research,-0.5,9729,REP,54,Biden
85134,YouGov/Center for Working Class Politics,-0.8,9391,GRE,48,Trump
63321,Probolsky Research,-1.1,9014,LIB,50,Biden
58862,Ipsos,-0.6,2704,OTH,54,Stein
72158,CWS Research,-0.2,12164,REP,57,West
49247,Leger,-1.3,24258,CON,57,Harris
45680,Christopher Newport U.,NA,692,DEM,53,Trump
47059,Franklin and Marshall College,-1.1,14624,OTH,46,Trump
36472,Siena/NYT,0.4,14608,OTH,49,Harris
80373,TIPP,0.6,4719,UNK,45,Biden
68054,Florida Atlantic University/Mainstreet Research,-0.9,15672,GRE,48,Trump
912,University of Maryland/Washington Post,-0.1,12150,LIB,55,Trump
45085,The Citadel,1.6,8050,PSL,59,Trump
4916,Pan Atlantic Research,1.7,10564,CON,41,Trump
86980,The Washington Post,-0.7,10934,DEM,51,Trump
57521,Ohio Northern University Institute for Civics and Public Policy,1.7,1972,IND,46,Biden
16217,Manhattan Institute,1.6,22903,IND,47,West
10422,Patriot Polling,-0.4,16276,CON,51,Kennedy
71050,Digital Research,1.7,21545,PSL,55,Trump
18072,Embold Research,-0.9,13583,CON,66,Trump
61155,Fabrizio,-1.5,15694,UNK,58,West
83109,Trafalgar Group,-0.6,4952,OTH,56,Harris
27889,CNN/SSRS,-1.5,18094,REP,49,Kennedy
78719,Benenson Strategy Group/GS Strategy Group,0.3,22765,DEM,63,Kennedy
38565,Quantus Polls and News,-1.1,20468,REP,40,Trump
75613,Rasmussen,-0.1,19666,REP,62,Biden
51629,Cygnal/Aspect Strategic,-0.6,25016,IND,51,Trump
61129,Rasmussen,0.7,21748,UNK,42,Biden
16730,Leger,0.1,24352,UNK,44,Trump
22426,USC Dornsife/CSU Long Beach/Cal Poly Pomona,-0.1,17143,UNK,46,Biden
18482,Cherry Communications,-0.2,4475,REP,54,Harris
38789,Fabrizio/Impact,-0.1,3010,PSL,42,West
38437,Florida Atlantic University,-0.6,23322,IND,59,Biden
47439,Change Research,-0.2,11091,GRE,55,Biden
82680,J.L. Partners,-0.7,5646,CON,54,Trump
17377,SurveyUSA,0.6,5263,UNK,39,West
25355,New Bridge Strategy/Aspect Strategic,-0.1,21189,CON,42,Biden
76108,Project Home Fire,-1,11951,DEM,51,Harris
14319,InsiderAdvantage,NA,6503,CON,41,Trump
77483,Quinnipiac,-0.2,1709,IND,46,Biden
12382,Marist,-1.1,18928,UNK,60,Newsom
51252,Texas Lyceum,1.7,20374,OTH,52,Stein
68738,Fabrizio Ward,-1.2,17533,DEM,69,Biden
28663,Target Insyght,-1.2,25334,CON,64,Oliver
29801,Meeting Street Insights,-1.3,990,PSL,54,Biden
80022,Virginia Commonwealth U.,NA,11074,DEM,50,Biden
7897,Innovative Research Group,-0.9,19611,LIB,49,Biden
70818,Franklin and Marshall College,-0.7,14884,CON,45,Oliver
35455,Wick,0.7,19192,GRE,55,Trump
61059,U. North Florida,-1,16501,REP,56,Biden
78413,Yale Youth Poll,-1.1,24534,PSL,40,Stein
1862,Mitchell,-1.5,24975,LIB,46,Harris
80383,Research Co.,NA,17937,CON,55,Trump
78820,ARW Strategies,0.6,22065,REP,47,West
35573,Hart Research Associates,1.7,21857,PSL,51,West
72832,Schoen Cooperman,-1.2,7306,DEM,56,Stein
33327,ActiVote,0.1,686,LIB,55,Biden
11942,Opinion Diagnostics,NA,7627,DEM,38,Kennedy
41030,co/efficient,-0.3,8911,UNK,59,Harris
65475,Fairleigh Dickinson,-0.9,7407,CON,48,Mapstead
54050,North Star Opinion Research,0.2,1869,DEM,41,Harris
38380,Research America,-1,15781,DEM,57,Trump
27989,Fabrizio Ward,-1,1023,LIB,40,Trump
85770,SoonerPoll.com,0.6,25200,GRE,50,Biden
31119,Roanoke College,1.7,349,LIB,48,Trump
9377,Global Strategy Group,1.7,1135,CON,51,Trump
11668,Research Co.,0.7,13010,UNK,40,Kennedy
27538,Lake Research,-0.4,10405,LIB,37,Stein
67728,NewsNation/Decision Desk HQ,1.6,19105,REP,63,Harris
25424,Split Ticket/Data for Progress,0.1,16957,REP,43,Biden
20068,Metropolitan Research,-1.3,14483,GRE,43,Trump
17219,The Citadel,-0.4,18707,REP,58,Harris
40460,Gravis Marketing (post 2020),-1.3,11351,GRE,49,West
81561,Differentiators,0.4,948,OTH,54,Trump
42684,Blueprint Polling,-0.2,12310,LIB,52,Trump
53875,Impact Research,NA,26089,CON,48,Trump
76320,Blueprint Polling,0.3,17715,REP,58,Kennedy
76726,Rasmussen,-1,12498,DEM,48,Oliver
9795,Pan Atlantic Research,-1,26155,CON,51,Trump
83849,Outward Intelligence,-1.5,23788,REP,52,Harris
84282,Keating Research,0.3,7029,CON,52,West
52843,HarrisX,-0.2,23927,CON,64,Biden
19788,Siena,1.6,20663,UNK,53,Biden
71168,Torchlight Strategies,NA,6711,IND,55,Biden
6078,North Star Opinion Research,-0.3,13786,CON,48,Oliver
61738,The Washington Post,-1.2,26023,GRE,55,Trump
84844,University of Texas at Tyler,-0.1,7560,OTH,56,Biden
61584,OnMessage Inc.,-1.3,8756,DEM,41,Harris
4144,Praecones Analytica,-1.2,21891,LIB,54,Trump
84045,Victory Insights,-1.3,17590,LIB,52,Trump
70445,Quantus Polls and News,-0.1,22386,IND,56,Trump
61246,Embold Research,-0.5,18722,GRE,49,Biden
27293,Franklin and Marshall College,0.4,18643,LIB,46,Harris
48146,HarrisX,0.6,10464,PSL,49,Harris
69602,Big Village,-0.8,17608,CON,59,Trump
73791,Benenson,1.7,19955,PSL,64,Biden
61265,RMG Research,-1.3,24950,UNK,39,Biden
40039,Tulchin Research,-0.9,5766,PSL,44,Harris
84995,AtlasIntel,-1,4142,CON,54,Newsom
65792,U. Houston,0.7,7933,UNK,52,Stein
40491,Public Opinion Strategies,0,16398,REP,51,Trump
67253,U. Houston,0,16423,LIB,42,Trump
9089,University of Massachusetts Lowell/YouGov,0.1,24873,OTH,56,Kennedy
34397,Praecones Analytica,-0.1,14452,DEM,71,Harris
6258,Peak Insights,-0.9,3988,REP,57,Trump
22730,Roanoke College,1.6,14734,CON,48,Trump
30857,Project Home Fire,-0.1,8057,GRE,42,Biden
5881,Focaldata,1.6,17889,IND,44,Whitmer
71634,Mitchell,-1.1,12274,UNK,41,Kennedy
65531,Cygnal/Aspect Strategic,-0.4,3300,OTH,63,Stein
28346,Manhattan Institute,0.1,5696,IND,47,Biden
29386,Kaiser Family Foundation,0.6,925,IND,53,Biden
9576,Outward Intelligence,-1.1,25999,OTH,54,Haley
25730,Leger,0.7,3657,REP,53,Trump
76545,YouGov Blue,-0.3,3007,UNK,40,West
36888,PureSpectrum,-1.2,10190,IND,52,Trump
83175,Split Ticket,1.6,20963,OTH,59,Oliver
43917,Trafalgar Group,-0.1,25914,LIB,53,Biden
7017,Research & Polling,-0.8,19058,REP,37,Harris
29681,Virginia Commonwealth U.,-0.8,739,CON,45,Trump
6371,PPIC,-1.3,12880,GRE,56,West
81037,Civiqs,0.1,16912,PSL,55,Trump
32336,Hoffman Research,-0.4,13067,UNK,36,Harris
12325,1892 Polling,NA,19509,IND,48,Biden
85477,East Carolina University,0.7,18586,LIB,53,Stein
8637,Faucheux Strategies,0.3,23890,GRE,51,Biden
37362,The Political Matrix/The Listener Group,0.4,8503,UNK,54,Biden
54887,Cygnal,-0.2,13224,GRE,48,Stein
73319,Lake Research,-0.8,17420,PSL,60,Stein
18834,USC Dornsife/CSU Long Beach/Cal Poly Pomona,-1.3,12434,OTH,40,Trump
57976,Morning Consult,-0.1,19935,DEM,41,Biden
42882,Global Strategy Group,-1.1,23102,PSL,60,Trump
81810,UMBC,-0.3,10248,IND,48,Oliver
88672,Opinion Diagnostics,-1.2,25385,PSL,48,Harris
12224,Florida Atlantic University,NA,22087,UNK,46,Haley
33286,Innovative Research Group,0.1,22774,IND,45,Trump
53896,Arc Insights,-1.3,22476,LIB,49,Trump
55235,Outward Intelligence,-1.5,429,UNK,49,Biden
55673,Manhattan Institute,0.4,12346,CON,51,Trump
65885,PPP,-0.1,6389,REP,48,Trump
81630,Fabrizio,-0.6,14036,GRE,55,Biden
50276,University of Delaware,0.6,6393,IND,56,Trump
14101,Tarrance,-0.3,5001,REP,50,Trump
27640,Muhlenberg,-0.3,9104,CON,44,Biden
50870,Bowling Green State University/YouGov,1.7,10442,CON,45,Trump
6981,Data Viewpoint,-1.5,8339,UNK,54,Trump
6904,KAConsulting LLC,1.6,5981,REP,49,Biden
11687,Muhlenberg,0.6,5174,OTH,54,Biden
36364,Big Village,-0.4,23465,REP,46,Biden
80892,Opinion Diagnostics,-0.9,16464,DEM,53,Kennedy
37478,Split Ticket/Data for Progress,-1,16614,GRE,61,Trump
3683,Muhlenberg,0.4,8044,IND,48,Trump
18725,Outward Intelligence,-1,14871,CON,48,Biden
11245,Quantus Insights,0.4,12258,OTH,56,Biden
11069,The Washington Post,0.1,20065,OTH,59,Biden
18180,Global Strategy Group,0.4,19973,UNK,55,Christie
56073,PPP,1.7,22952,DEM,53,Stein
87605,Navigator,-0.1,20894,CON,45,Biden
32959,Hart Research Associates,-1.5,24144,DEM,37,Harris
69615,St. Pete Polls,-0.8,6180,PSL,51,Trump
4159,Peak Insights,-0.2,20517,OTH,57,Harris
13386,Bendixen & Amandi International,-0.3,12660,IND,58,McConaughey
15935,National Public Affairs,-1,7785,PSL,55,West
9241,Cygnal,-0.1,11925,IND,49,Trump
58537,AtlasIntel,0.7,16336,REP,42,Oliver
2580,Opinion Diagnostics,-0.8,21921,LIB,46,Trump
39003,Kaiser Family Foundation,1.6,24259,DEM,37,Harris
67287,Trafalgar Group/InsiderAdvantage,0.4,5003,OTH,56,Trump
4183,PPIC,0.7,7307,OTH,51,Kennedy
86757,UpOne Insights/BSG,-0.7,11758,OTH,48,Stein
50488,Christopher Newport U.,-0.9,13189,UNK,43,West
69920,Change Research,1.7,8286,CON,36,Trump
61394,Hunt Research,0.6,7666,REP,46,Biden
57640,Probolsky Research,-0.7,944,PSL,42,Trump
15017,Blueprint Polling,1.7,10897,GRE,42,Trump
63266,ARW Strategies,0,4775,CON,43,Biden
3377,North Star Opinion Research,-0.3,20490,GRE,44,Trump
38108,Leger,-0.7,24601,IND,58,Trump
58599,Clarity,-1.2,25590,OTH,54,Biden
29740,Gateway Political Strategies,1.7,9096,UNK,49,West
7169,Digital Research,0.7,12784,IND,45,Trump
59355,1983 Labs,0,1741,PSL,49,Biden
38252,U. Georgia SPIA,-0.4,6668,DEM,39,Stein
25424,NORC,-0.7,22935,UNK,55,Kennedy
59617,The Political Matrix/The Listener Group,-0.3,17744,CON,40,West
87670,The Tyson Group,-1.5,11921,OTH,44,Trump
33128,The Washington Post,-1,19900,REP,56,Trump
40620,Z to A Research,-0.9,8896,UNK,51,Trump
87549,Gonzales Research & Media Services,-0.7,4649,LIB,54,Trump
88594,GS Strategy Group,-0.5,17972,IND,52,Oliver
83174,NORC,0.2,12762,UNK,53,DeSantis
34198,Embold Research,0,5487,REP,53,Trump
21009,Bullfinch,0.3,10360,OTH,65,Harris
82955,3W Insights,0,11636,DEM,46,Oliver
32156,Quinnipiac,-0.4,20763,DEM,63,West
60862,Mason-Dixon,1.7,25616,DEM,59,Trump
22230,Capitol Weekly,-1.3,8869,PSL,44,Stein
73886,Innovative Research Group,-1,13094,GRE,54,Harris
53599,YouGov Blue,-0.8,14609,GRE,52,Biden
8342,Siena/NYT,0.2,15664,REP,42,West
56371,DHM Research,0.6,22176,GRE,57,Kennedy
79369,Yale Youth Poll,-0.5,6152,CON,54,Trump
35902,Mitchell,-1.3,9116,REP,44,West
52269,Bowling Green State University/YouGov,-0.8,25670,REP,45,Biden
81966,Hendrix College,-1.2,24553,IND,50,Trump
4630,Patriot Polling,-1.2,22451,LIB,48,Haley
17488,Z to A Research,-0.1,17068,LIB,56,Biden
19040,University of Texas at Tyler,NA,20424,DEM,43,Oliver
59527,Cherry Communications,NA,24168,PSL,50,Trump
71333,Noble Predictive Insights,-0.8,6029,LIB,35,Harris
15522,Lord Ashcroft Polls,-0.2,2889,IND,63,Biden
15599,Morning Consult,-0.1,842,DEM,51,Kennedy
87287,Big Data Poll,-0.2,22144,OTH,45,Trump
18697,National Research,0.6,18129,IND,47,Trump
41443,Cor Strategies,-0.6,18410,REP,44,Biden
47887,Bowling Green State University/YouGov,-0.3,7598,IND,33,Trump
58031,Arc Insights,-0.8,7189,DEM,51,Kennedy
44584,SoCal Strategies,-0.6,12234,UNK,65,Harris
30033,Rasmussen,-1.1,2507,UNK,54,Trump
12265,Axis Research,-0.1,13706,PSL,43,Trump
41516,Faucheux Strategies,-0.8,17520,CON,46,Kennedy
38483,U. North Florida,-0.9,8643,DEM,47,Trump
16301,HighGround,-0.9,12762,DEM,55,Trump
49150,Mitchell,-1.3,6894,REP,54,Stein
83352,Cherry Communications,-0.8,20956,UNK,60,Biden
72292,Gonzales Research & Media Services,-1,5111,GRE,50,Stein
74277,DHM Research,-1.1,11250,DEM,53,Mapstead
83341,Big Village,-1.5,18239,GRE,37,Trump
332,Muhlenberg,0.1,18840,IND,40,Trump
44361,Ohio Northern University Institute for Civics and Public Policy,-0.1,1705,UNK,48,Biden
26426,Metropolitan Research,-0.5,22291,PSL,47,Haley
75207,National Research,-0.5,11551,CON,47,Harris
24119,North Star Opinion Research,-0.7,10089,CON,36,Kennedy
35337,Digital Research,-1.5,19083,OTH,57,Biden
67763,Siena/NYT,0.2,5488,OTH,57,Biden
62919,Meeting Street Insights,0.6,5931,REP,48,Trump
26529,Zogby,-1.3,5183,UNK,52,Trump
10982,Tulchin Research,-0.2,8844,IND,53,Kennedy
55035,NewsNation/Decision Desk HQ,-0.1,1619,REP,46,Trump
51437,Rasmussen,1.6,7856,IND,52,Oliver
14089,Global Strategy Group,-0.3,18310,DEM,35,Trump
24999,Faucheux Strategies,-0.5,12847,OTH,43,Trump
83688,Big Village,0.2,8557,LIB,48,Stein
53080,Fleming & Associates,-0.3,20692,GRE,59,Stein
9214,McLaughlin,0.6,18402,LIB,52,Stein
2101,GS Strategy Group,0.2,4137,UNK,62,Oliver
75087,Research America,0.1,17304,CON,56,Kennedy
55474,Research America,-0.7,6561,PSL,40,Kennedy
64448,Fairleigh Dickinson,0.3,4039,OTH,40,Trump
64440,EPIC/MRA,0.1,20219,REP,66,West
21592,Opinion Diagnostics,-0.2,12128,REP,46,Stein
65128,Spry Strategies,-0.3,25228,DEM,57,Trump
40832,3W Insights,0.6,10720,PSL,53,Biden
77130,VCreek/AMG,0.7,24235,CON,55,Oliver
13858,Premise,-1,20521,CON,46,Trump
13022,The Tyson Group,1.6,22999,OTH,59,Trump
26993,YouGov,-0.6,15501,GRE,47,Stein
4345,Dan Jones,-0.2,14439,UNK,49,Oliver
64500,Ipsos,1.7,15397,REP,55,Trump
7013,Project Home Fire,0.7,4936,UNK,48,Harris
10268,Quantus Insights,1.7,17587,REP,57,Trump
22744,McLaughlin,0.2,4913,LIB,46,Stein
36634,GQR,-0.6,6187,CON,55,West
57517,YouGov,0.1,20742,GRE,45,Oliver
25202,Public Opinion Strategies,0.6,12243,LIB,39,Stein
47828,Quantus Polls and News,-1,6365,UNK,38,Trump
23952,Redfield & Wilton Strategies,-0.6,23445,IND,44,Trump
74832,Winthrop U.,0.3,23270,REP,48,Biden
49937,Leger,0.2,23456,IND,48,Biden
59325,U. Houston,0.3,7535,PSL,50,Kennedy
70644,Fabrizio/McLaughlin,0.3,23195,GRE,53,Biden
62725,Marquette Law School,-1.1,19932,LIB,58,Biden
24102,The Citadel,0.3,20649,PSL,46,Trump
30459,Fabrizio/GBAO,1.7,9151,OTH,40,West
21807,Project Home Fire,0.2,22010,UNK,56,Biden
13734,Tulchin Research,-0.2,2009,LIB,48,Kennedy
44808,Winthrop U.,-1.1,4649,LIB,55,Trump
75954,HarrisX,-0.3,25416,UNK,46,Trump
13536,BK Strategies,-0.2,20166,OTH,61,Biden
372,Survey Center on American Life,-0.2,19179,PSL,58,Biden
18137,Metropolitan Research,-0.9,24774,LIB,55,Kennedy
84816,Benenson,-1.5,11902,OTH,53,Stein
44329,Data for Progress,0.4,21436,PSL,52,Trump
36736,McCourtney Institute/YouGov,1.7,6016,REP,44,Stein
17667,VCreek/AMG,-0.6,23790,IND,47,Trump
82892,Franklin and Marshall College,-1,7881,CON,40,Kennedy
13348,National Public Affairs,-1.1,17187,REP,62,DeSantis
85572,John Zogby Strategies,-0.6,4139,OTH,48,Biden
69780,Marquette Law School,1.7,15310,UNK,58,Trump
40946,Winthrop U.,-0.7,22073,PSL,61,Biden
47515,U. Georgia SPIA,1.7,6097,OTH,53,Harris
83582,Benenson Strategy Group/GS Strategy Group,-1.5,13978,GRE,44,Trump
39837,"Cor Services, Inc.",-1.5,14679,PSL,43,Trump
20186,University of Delaware,0.2,8045,PSL,64,West
10393,Ohio Northern University Institute for Civics and Public Policy,1.6,25518,DEM,49,Trump
81629,Victory Insights,-0.1,9545,LIB,56,Harris
83341,Targoz Market Research,0.1,21965,LIB,60,Oliver
68816,SoonerPoll.com,-0.7,2576,UNK,51,West
62262,Tulchin Research,0.7,21926,PSL,44,Trump
48590,Harris Poll,NA,20462,GRE,56,Trump
17265,Capitol Weekly,0.3,10435,IND,56,De la Cruz
78686,Schoen Cooperman,-0.2,7267,REP,49,Biden
6719,Hoffman Research,1.7,14099,OTH,58,Kennedy
61358,Tulchin Research,1.6,8591,IND,46,Trump
24962,Slingshot Strategies,-0.1,18544,IND,53,Biden
40265,Z to A Research,-0.5,20720,PSL,38,Trump
79297,P2 Insights,0.1,22085,CON,52,Biden
53699,Premise,-1.1,1761,GRE,41,Harris
25454,Gonzales Research & Media Services,-1,822,GRE,45,Stein
63816,Big Village,-0.3,15545,OTH,49,Trump
37082,Marist,-0.4,7415,OTH,54,DeSantis
21815,Suffolk,-0.2,21921,CON,54,Trump
2188,Data for Progress,-0.6,5377,DEM,38,Stein
52612,Cygnal,-0.9,7329,CON,58,Biden
52898,UMBC,-1.2,4927,PSL,48,Biden
76271,Quantus Insights,-1,17248,GRE,42,Biden
75858,VCreek/AMG,-0.8,1100,DEM,51,Trump
22166,Landmark Communications,1.7,23315,REP,56,Trump
11915,Let's Preserve the American Dream,-0.8,9150,CON,40,Oliver
1134,Hoffman Research,-0.5,8192,UNK,55,Biden
80204,Hoffman Research,-1.2,19781,CON,48,DeSantis
11427,Keating Research,NA,3252,UNK,55,Harris
27131,RMG Research,-1.1,19826,IND,38,Stein
85429,Trafalgar Group/InsiderAdvantage,NA,15405,GRE,45,Biden
72790,Innovative Research Group,-1.5,10383,OTH,49,West
51633,BK Strategies,-1.1,9369,DEM,61,Stein
67694,UMass Amherst/YouGov,-0.5,25953,OTH,44,Trump
70478,Research Co.,0.6,13199,GRE,38,Trump
55275,Global Strategy Group/North Star Opinion Research,-1.2,18300,PSL,43,Biden
15973,Beacon/Shaw,-0.2,23746,GRE,45,Trump
11334,UMass Amherst/YouGov,0.7,6624,PSL,49,Trump
60636,Trafalgar Group/InsiderAdvantage,0.2,6171,OTH,55,Trump
32678,Impact Research,1.7,17303,LIB,54,West
7831,Fairleigh Dickinson,0.6,25943,OTH,45,Harris
66888,Redfield & Wilton Strategies,0.3,15478,IND,54,Trump
32586,Fairleigh Dickinson,1.7,18780,REP,54,Kennedy
54930,John Zogby Strategies,-0.3,4126,OTH,47,Biden
17162,Abacus Data,-0.7,7979,GRE,52,Trump
27735,Meeting Street Insights,0.7,18464,LIB,41,Trump
37194,ARW Strategies,0.7,14501,OTH,49,Biden
69251,U. Massachusetts - Lowell,-1.5,25718,UNK,51,Mapstead
86896,Global Strategy Group,-0.2,10760,PSL,40,Trump
66742,Clarity,-0.8,11356,UNK,47,Trump
53819,PureSpectrum,-0.1,15146,CON,53,Trump
787,University of Maryland/Washington Post,0.2,24277,OTH,67,DeSantis
86961,Gonzales Research & Media Services,-1,18355,UNK,50,Kennedy
60011,AtlasIntel,1.7,15433,GRE,43,Trump
425,Echelon Insights/GBAO,-0.4,1247,GRE,47,Trump
64410,Marquette Law School,-0.7,16282,IND,49,Stein
85050,Research & Polling,-0.7,21034,GRE,39,Biden
57424,Outward Intelligence,-0.3,18336,OTH,57,Biden
46244,Pan Atlantic Research,0.2,1605,IND,52,Biden
34544,Pan Atlantic Research,-0.7,21046,GRE,43,Kennedy
15066,Lake Research,1.6,633,IND,45,Haley
16819,Bowling Green State University/YouGov,-0.6,14554,CON,54,Biden
55359,University of Maryland/Washington Post,-0.2,10721,GRE,46,De la Cruz
73780,Change Research,-0.4,3824,GRE,53,Harris
68536,Causeway Solutions,-1,13423,OTH,48,Trump
40199,Chism Strategies,0.1,5327,OTH,49,Trump
65888,Pew,0.4,15703,REP,51,Biden
58835,Survey Center on American Life,-0.4,17728,UNK,52,Harris
36576,Murphy Nasica & Associates,-1.5,14116,LIB,43,Biden
74278,Fairleigh Dickinson,0.4,1928,LIB,55,Trump
64552,SoonerPoll.com,-0.2,10727,GRE,45,Biden
39336,Quantus Polls and News,-1,6287,IND,46,Stein
35000,Let's Preserve the American Dream,0.2,26099,GRE,56,Trump
54483,Pan Atlantic Research,-1.1,11080,IND,52,Biden
48715,RMG Research,0.6,13663,UNK,52,Biden
2340,Faucheux Strategies,-0.5,4256,CON,54,Stein
49349,Hart/POS,-0.5,12952,LIB,49,Biden
48073,Kaiser Family Foundation,-0.7,14536,PSL,44,Biden
33180,Texas Lyceum,-1.3,9984,OTH,51,West
16667,Gateway Political Strategies,-0.3,5881,CON,53,Stein
6031,Let's Preserve the American Dream,-0.9,6573,UNK,35,Oliver
80784,Kaplan Strategies,1.7,10373,REP,35,DeSantis
83460,Global Strategy Group/North Star Opinion Research,0.4,23088,OTH,43,Kennedy
84229,Selzer,0.4,5060,GRE,50,Trump
56847,Landmark Communications,0.2,17123,GRE,47,Trump
34747,Texas Lyceum,0,25866,GRE,49,Biden
39187,Target Insyght,-1.2,12689,OTH,45,Trump
14223,RMG Research,1.7,739,OTH,47,Biden
18985,PPP,1.7,24451,DEM,35,Trump
15232,Virginia Commonwealth U.,-0.1,12076,LIB,52,Harris
49512,SoCal Strategies,-1,25067,LIB,51,Kennedy
54758,PureSpectrum,-1.2,11592,UNK,47,Stein
56158,Lake Research,-0.5,2500,GRE,59,Biden
75685,Split Ticket,-0.2,15080,UNK,58,Kennedy
41294,National Public Affairs,-0.8,14776,GRE,50,West
