pollster,display_name,pollster_rating_id,numeric_grade,pollscore,transparency_score,state,start_date,end_date,sample_size,election_date,party,answer,candidate_name,pct
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,DEM,Harris,Kamala Harris,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,REP,Trump,Donald Trump,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,9/17/24,9/21/24,682,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,DEM,Harris,Kamala Harris,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,9/11/24,9/16/24,1082,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,42
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,IND,Kennedy,Robert F. Kennedy,6
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,IND,Kennedy,Robert F. Kennedy,4
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Nevada,8/12/24,8/15/24,677,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,42
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,IND,Kennedy,Robert F. Kennedy,6
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,LIB,Oliver,Chase Oliver,2
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,DEM,Harris,Kamala Harris,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,REP,Trump,Donald Trump,43
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Arizona,8/8/24,8/15/24,677,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,REP,Trump,Donald Trump,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,DEM,Harris,Kamala Harris,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,REP,Trump,Donald Trump,42
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,GRE,Stein,Jill Stein,2
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,DEM,Harris,Kamala Harris,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,REP,Trump,Donald Trump,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,IND,Kennedy,Robert F. Kennedy,4
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,North Carolina,8/9/24,8/14/24,655,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,DEM,Harris,Kamala Harris,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,REP,Trump,Donald Trump,51
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,DEM,Harris,Kamala Harris,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,REP,Trump,Donald Trump,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,DEM,Harris,Kamala Harris,41
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,REP,Trump,Donald Trump,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,LIB,Oliver,Chase Oliver,2
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,DEM,Harris,Kamala Harris,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,REP,Trump,Donald Trump,47
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,IND,Kennedy,Robert F. Kennedy,4
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Georgia,8/9/24,8/14/24,661,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,DEM,Harris,Kamala Harris,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,REP,Trump,Donald Trump,43
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,GRE,Stein,Jill Stein,2
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,LIB,Oliver,Chase Oliver,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,DEM,Harris,Kamala Harris,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,REP,Trump,Donald Trump,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,IND,Kennedy,Robert F. Kennedy,4
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Pennsylvania,8/6/24,8/9/24,693,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,DEM,Harris,Kamala Harris,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,REP,Trump,Donald Trump,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,DEM,Harris,Kamala Harris,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,REP,Trump,Donald Trump,43
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,DEM,Harris,Kamala Harris,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,REP,Trump,Donald Trump,43
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,IND,Kennedy,Robert F. Kennedy,4
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,GRE,Stein,Jill Stein,1
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Michigan,8/5/24,8/8/24,619,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,DEM,Harris,Kamala Harris,50
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,REP,Trump,Donald Trump,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,REP,Trump,Donald Trump,42
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,IND,Kennedy,Robert F. Kennedy,6
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,DEM,Harris,Kamala Harris,49
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,REP,Trump,Donald Trump,43
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,IND,Kennedy,Robert F. Kennedy,5
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,GRE,Stein,Jill Stein,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Wisconsin,8/5/24,8/8/24,661,11/5/24,LIB,Oliver,Chase Oliver,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,DEM,Biden,Joe Biden,46
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,REP,Trump,Donald Trump,44
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,DEM,Biden,Joe Biden,48
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,REP,Trump,Donald Trump,45
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,DEM,Biden,Joe Biden,38
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,REP,Trump,Donald Trump,36
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,IND,Kennedy,Robert F. Kennedy,9
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,GRE,Stein,Jill Stein,2
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,IND,West,Cornel West,0
Siena/NYT,The New York Times/Siena College,448,3,-1.5,9,Virginia,7/9/24,7/12/24,661,11/5/24,LIB,Oliver,Chase Oliver,0
